Permit Type,Permit No,Issued,Address,Zip Code,Mapsco,Contractor,Value,Area,Work Description,Land Use,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
Building (BU) Multi Family  New Construction,1802261048,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12809,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261049,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12809,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261050,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12809,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261051,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12809,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1801171065,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$619,116.00 ",12796,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801171067,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$619,116.00 ",12767,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1609301035,6/28/2018,2121 FLORA ST,75201,"45-F,45-K","BALFOUR BEATTY CONSTRUCTION LLC 3100 MCKINNON , 7TH FLOOR, DALLAS, TX 75201 (214) 451-1864","$2,000,000.00 ",12708,,MULTI-FAMILY DWELLING,32.788321,-96.799281,2121,Flora St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Multi Family  New Construction,1801171066,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,341,418.00 ",12701,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1802261036,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12618,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261037,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12618,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261038,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12618,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261039,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,100,000.00 ",12618,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802231078,6/22/2018,1803 RICHARDSON AVE,75215,45-V,"JR BIRDWELL & ASSOCIATES LLC 11052 SHADY TRAIL STE 219, DALLAS, TX 75229 (800) 947-0194","$1,258,400.00 ",12584,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.768996,-96.783596,1803,Richardson Ave,,,Dallas,TX,Dallas County,75215,US
Building (BU) Multi Family  New Construction,1702271063,3/2/2018,8486 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,100,000.00 ",12360,MULTI FAMILY,MULTI-FAMILY DWELLING,32.861296,-96.762455,8486,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801171064,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,238,232.00 ",12348,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1711131115,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,186,275.85 ",12213,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1803191082,11/6/2018,12001 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,000,000.00 ",12205,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.911679,-96.820054,12001,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Multi Family  New Construction,1609301044,6/28/2018,2121 FLORA ST,75201,"45-F,45-K","BALFOUR BEATTY CONSTRUCTION LLC 3100 MCKINNON , 7TH FLOOR, DALLAS, TX 75201 (214) 451-1864","$2,000,000.00 ",12099,,MULTI-FAMILY DWELLING,32.788321,-96.799281,2121,Flora St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Multi Family  New Construction,1711281006,4/10/2018,411 BROADWAY AVE,75212,44-Q,"AMICUS CONSTRUCTION 8343 DOUGLAS AVE #360, DALLAS, TX 75225 (972) 943-1175","$1,201,300.00 ",12013,NEW CONSTRUCTION - 13 UNITS,MULTI-FAMILY DWELLING,32.778016,-96.831178,411,Broadway Ave,,,Dallas,TX,Dallas County,75212,US
Building (BU) Multi Family  New Construction,1711281007,4/10/2018,411 BROADWAY AVE,75212,44-Q,"AMICUS CONSTRUCTION 8343 DOUGLAS AVE #360, DALLAS, TX 75225 (972) 943-1175","$1,201,300.00 ",12013,NEW CONSTRUCTION - 13 UNITS,MULTI-FAMILY DWELLING,32.778016,-96.831178,411,Broadway Ave,,,Dallas,TX,Dallas County,75212,US
Building (BU) Multi Family  New Construction,1711281008,4/10/2018,411 BROADWAY AVE,75212,44-Q,"AMICUS CONSTRUCTION 8343 DOUGLAS AVE #360, DALLAS, TX 75225 (972) 943-1175","$1,201,300.00 ",12013,NEW CONSTRUCTION - 13 UNITS,MULTI-FAMILY DWELLING,32.778016,-96.831178,411,Broadway Ave,,,Dallas,TX,Dallas County,75212,US
Building (BU) Multi Family  New Construction,1711281009,4/10/2018,411 BROADWAY AVE,75212,44-Q,"AMICUS CONSTRUCTION 8343 DOUGLAS AVE #360, DALLAS, TX 75225 (972) 943-1175","$1,201,300.00 ",12013,NEW CONSTRUCTION - 13 UNITS,MULTI-FAMILY DWELLING,32.778016,-96.831178,411,Broadway Ave,,,Dallas,TX,Dallas County,75212,US
Building (BU) Multi Family  New Construction,1807161031,11/5/2018,425 W 9TH ST,75208,"54-C,54-G","CBF CONSTRUCTION LLC 777 LAKE CAROLYN PKWY SUITE 4139, IRVING, TX 75039 (806) 239-7110","$800,000.00 ",12000,NEW CONSTRUCTION OF CONDOS,MULTI-FAMILY DWELLING,32.746622,-96.829634,425,W 9th St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Multi Family  New Construction,1807161045,11/5/2018,429 W 9TH ST,75208,"54-C,54-G","CBF CONSTRUCTION LLC 777 LAKE CAROLYN PKWY SUITE 4139, IRVING, TX 75039 (806) 239-7110","$800,000.00 ",12000,NEW CONSTRUCTION OF CONDOS,MULTI-FAMILY DWELLING,32.746622,-96.829634,429,W 9th St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Multi Family  New Construction,1804171139,11/12/2018,3039 OLIVE ST,75219,45-J,"ARCHER WESTERN CONSTRUCTION LLC 1411 GREENWAY DR, IRVING, TX 75038 (817) 640-3898","$1,431,732.00 ",11988,NEW MULTI FAMILY,MULTI-FAMILY DWELLING,32.811847,-96.812903,,,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1808231045,12/3/2018,4230 ROSELAND AVE,75204,45-D,"HP CUSTOM BUILDER 3816 ROSELAND #300, DALLAS, TX 75204 (972) 567-5050","$900,000.00 ",11973,NEW CONSTRUCTION OF 5 UNITS CONDO'S,MULTI-FAMILY DWELLING,32.801575,-96.783025,4230,Roseland Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131126,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,159,078.83 ",11933,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131127,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,159,078.83 ",11933,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131128,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,159,078.83 ",11933,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1802261032,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,000,000.00 ",11883,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261033,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,000,000.00 ",11883,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261034,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,000,000.00 ",11883,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1802261035,7/19/2018,2223 HAWES AVE,75235,34-N,"JPI CONSTRUCTION SERVICES 600 E LAS COLINAS BLVD # 1800, IRVING, TX 75039 (214) 729-4974","$1,000,000.00 ",11883,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.827095,-96.850184,2223,Hawes Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1801181017,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",11779,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801181018,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",11736,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801181016,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",11631,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1711291024,4/26/2018,770 CANTEGRAL ST,75204,"45-G,45-H,45-L,45-M","GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$5,420,251.00 ",11625,NEW MULTIFAMILY 370 UNITS,MULTI-FAMILY DWELLING,32.789397,-96.790066,770,Cantegral St,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1710181091,2/23/2018,2315 KIRBY ST,75204,35-Z,"PREMIER LEVEL HOMES CORP DBA GARCO CONTRACTORS 5050 QUORUM DR #700, ADDISON, TX 75254 (818) 836-7750","$953,168.00 ",11624,4 UNITS MULTI FAMILY,MULTI-FAMILY DWELLING,32.808761,-96.78339,2315,Kirby St,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131138,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,127,996.52 ",11613,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131139,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,127,996.52 ",11613,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131140,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,127,996.52 ",11613,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1711131125,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,121,100.13 ",11542,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1808091090,12/4/2018,1931 N PRAIRIE AVE,75204,36-W,"UNIFORM CONSTRUCTION INC 14140 SOUTHWEST FWY STE:240, SUGAR LAND , TX 77478 (281) 201-2463","$800,000.00 ",11515,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.807293,-96.779594,1931,N Prairie Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1801171069,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,135,046.00 ",11490,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801171070,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,135,046.00 ",11490,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801181019,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",11486,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1805141064,6/8/2018,2226 N GARRETT AVE,75206,36-W,"FRCON, LLC 4300 N CENTRAL EXY , STE 350, DALLAS, TX 75206 (214) 543-7146","$756,972.00 ",11437,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.812628,-96.779205,2226,N Garrett Ave,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801171068,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,135,046.00 ",11436,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1801171071,3/21/2018,9700 HARPERS LN,75019,"11A-G,11A-K,11A-L","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,135,046.00 ",11435,NEW CONSTRUCTION - MULTI FAMILY - 274 UNITS,MULTI-FAMILY DWELLING,32.938914,-96.98277,9700,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1711131137,3/14/2018,4600 ROSS AVE,75204,46-A,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","$1,103,422.06 ",11360,NEW CONSTRUCTION MFD,MULTI-FAMILY DWELLING,32.803816,-96.777952,4600,Ross Ave,,,Dallas,TX,Dallas County,75204,US
Building (BU) Multi Family  New Construction,1801181010,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,080,238.00 ",11340,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1702271128,3/6/2018,8466 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,300,000.00 ",11328,MULTI FAMILY,MULTI-FAMILY DWELLING,32.861356,-96.762709,8466,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801301131,5/10/2018,2129 LOVEDALE AVE,75235,33-R,"GRAYHURST CONST P. O. BOX 1764, ADDISON, TX 75001 (214) 325-7000","$1,000,000.00 ",11327,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.829263,-96.855741,2129,Lovedale Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1801301139,5/10/2018,2133 LOVEDALE AVE,75235,33-R,"GRAYHURST CONST P. O. BOX 1764, ADDISON, TX 75001 (214) 325-7000","$1,000,000.00 ",11327,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.829263,-96.855741,2133,Lovedale Ave,,,Dallas,TX,Dallas County,75235,US
Building (BU) Multi Family  New Construction,1711151137,8/3/2018,13675 NOEL RD,75240,"14-M,14-R","ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$1,298,750.00 ",11194,LEVEL 1 RESIDENTIAL,MULTI-FAMILY DWELLING,32.935027,-96.818206,13675,Noel Rd,,,Dallas,TX,Dallas County,75240,US
Building (BU) Multi Family  New Construction,1801181009,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,080,238.00 ",11192,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1711211012,3/8/2018,3522 ROUTH ST,75219,45-A,"CRIMSON BUILDING COMPANY, LLC 1900 AIRPORT FRWY, BEDFORD, TX 76022 (817) 684-3444","$1,005,000.00 ",11188,NEW CONSTRUCTION,MULTI-FAMILY DWELLING,32.803349,-96.809937,3522,Routh St,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1801181008,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$982,034.00 ",11167,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1702271129,3/6/2018,8466 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,400,000.00 ",11117,F & K BUILDINGS MULTI-FAMILLY DWELLINGS WITH GARAGE,MULTI-FAMILY DWELLING,32.861356,-96.762709,8466,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1702271130,3/6/2018,8466 SOUTHWESTERN BLVD,75206,"26-X,26-Y","MANHATTAN CONSTRUCTION 6300 N CENTRAL EXPY, DALLAS, TX 75206 (214) 276-3635","$1,400,000.00 ",11110,MULTI FAMILY,MULTI-FAMILY DWELLING,32.861356,-96.762709,8466,Southwestern Blvd,,,Dallas,TX,Dallas County,75206,US
Building (BU) Multi Family  New Construction,1801181011,3/1/2018,9707 HARPERS LN,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","Billingsley Construction, Inc 3313 Plano Parkway, The Colony, TX 75056 (972) 820-2250","$1,080,238.00 ",11103,NEW MULTI  FAMILY CONSTRUCTION,MULTI-FAMILY DWELLING,32.939728,-96.984567,9707,Harpers Ln,,,Coppell,TX,Dallas County,75019,US
Building (BU) Multi Family  New Construction,1609211055,5/30/2018,3555 DICKASON AVE,75219,"35-W,35-X","TDRE INVESTMENTS 4100 SPRING VALLEY RD #310, ADDISON, TX 75244 (214) 253-2553","$876,663.02 ",11057,NEW CONSTRUCTION MULTI-FAMILY DEWLLING,MULTI-FAMILY DWELLING,32.806388,-96.807578,3555,Dickason Ave,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1609211056,5/30/2018,3555 DICKASON AVE,75219,"35-W,35-X","TDRE INVESTMENTS 4100 SPRING VALLEY RD #310, ADDISON, TX 75244 (214) 253-2553","$876,663.02 ",11057,NEW CONSTRUCTION MULTI-FAMILY DEWLLING,MULTI-FAMILY DWELLING,32.806388,-96.807578,3555,Dickason Ave,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1609211057,5/30/2018,3555 DICKASON AVE,75219,"35-W,35-X","TDRE INVESTMENTS 4100 SPRING VALLEY RD #310, ADDISON, TX 75244 (214) 253-2553","$876,663.02 ",11057,NEW CONSTRUCTION MULTI-FAMILY DEWLLING,MULTI-FAMILY DWELLING,32.806388,-96.807578,3555,Dickason Ave,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1609211058,5/30/2018,3555 DICKASON AVE,75219,"35-W,35-X","TDRE INVESTMENTS 4100 SPRING VALLEY RD #310, ADDISON, TX 75244 (214) 253-2553","$876,663.02 ",11057,NEW CONSTRUCTION MULTI-FAMILY DEWLLING,MULTI-FAMILY DWELLING,32.806388,-96.807578,3555,Dickason Ave,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1609211059,5/30/2018,3555 DICKASON AVE,75219,"35-W,35-X","TDRE INVESTMENTS 4100 SPRING VALLEY RD #310, ADDISON, TX 75244 (214) 253-2553","$876,663.02 ",11057,NEW CONSTRUCTION MULTI-FAMILY DEWLLING,MULTI-FAMILY DWELLING,32.806388,-96.807578,3555,Dickason Ave,,,Dallas,TX,Dallas County,75219,US
Building (BU) Multi Family  New Construction,1609211060,5/30/2018,3555 DICKASON AVE,75219,"35-W,35-X","TDRE INVESTMENTS 4100 SPRING VALLEY RD #310, ADDISON, TX 75244 (214) 253-2553","$876,663.02 ",11057,NEW CONSTRUCTION MULTI-FAMILY DEWLLING,MULTI-FAMILY DWELLING,32.806388,-96.807578,3555,Dickason Ave,,,Dallas,TX,Dallas County,75219,US
