permitnumber,worktype,permittypedescr,description,comments,applicant,declared_valuation,total_fees,issued_date,expiration_date,status,owner,occupancytype,sq_feet,property_id,parcel_id,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
COO775681,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT658297 issued: 3/3/17,Mary LaRosa,750000,35,11/16/2017 14:13, ,Closed,ABDAL-KHALLAQ SHARIF,VacLd,4107,144542,1100234000,42.32242,-71.091246,2767,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT658297,ERECT,Erect/New Construction,Erect,Redivide assessors parcels 1100232000 1100233000 1100234000 1100235000 into 3 parcels numbered 2757 2761 2767. This lot 2767 to contain 6 123 sq. ft. erect a 3 story 3 family wood frame dwelling with parking for;4 vehicles,Mary LaRosa,750000,7782,3/3/2017 13:21,9/3/2017 0:00,Open,2761  WASHINGTON STREET  LLC,VacLd,4107,144542,1100233000,42.32242,-71.091246,2767,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT658297,ERECT,Erect/New Construction,Erect,Redivide assessors parcels 1100232000 1100233000 1100234000 1100235000 into 3 parcels numbered 2757 2761 2767. This lot 2767 to contain 6 123 sq. ft. erect a 3 story 3 family wood frame dwelling with parking for;4 vehicles,Mary LaRosa,750000,7782,3/3/2017 13:21,9/3/2017 0:00,Open,ABDAL-KHALLAQ SHARIF,VacLd,4107,144542,1100234000,42.32242,-71.091246,2767,Washington St,,,Roxbury,MA,Suffolk County,2119,US
ERT786021,ERECT,Erect/New Construction,Erect,Raze existing buildings on 45 Spring St  Raze 47 Spring St. will file SF;;Combine assessors parcels; see ALT786676; Erect a 3 story 13 units multi family dwelling and office space with garage parking for 26 vehicles;under;and 4;parking spaces in rear garage.,Mary LaRosa,2751000,26193,10/1/2018 9:19,4/1/2019 0:00,Open,6 WESTMINSTER AVENUE REALTY TRUST,Mixed,28222,129592,2008902000,42.27802,-71.16253,45,Spring St,,,West Roxbury,MA,Suffolk County,2132,US
ERT786021,ERECT,Erect/New Construction,Erect,Raze existing buildings on 45 Spring St  Raze 47 Spring St. will file SF;;Combine assessors parcels; see ALT786676; Erect a 3 story 13 units multi family dwelling and office space with garage parking for 26 vehicles;under;and 4;parking spaces in rear garage.,Mary LaRosa,2751000,26193,10/1/2018 9:19,4/1/2019 0:00,Open,6 WESTMINSTER AVENUE REALTY TRUST,Mixed,28222,129592,2008902005,42.27802,-71.16253,45,Spring St,,,West Roxbury,MA,Suffolk County,2132,US
COO974434,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT540105 issued: 11/24/15,Mary Mancini,579600,1595,7/16/2019 12:44, ,Closed,MANCINI ALBERT J II,1-3FAM,0,419669,2200169000,42.360935,-71.125356,57,Seattle St,,,Allston,MA,Suffolk County,2134,US
SF853383,ERECT,Short Form Bldg Permit,Erect,Installing a Shed 4 feet from property lines  10' x 16'.,Massias Sanon,5000,70,7/12/2018 11:19,1/12/2019 0:00,Open,SANON MASSIAS P,1-2FAM,120,150561,1803845000,42.2656,-71.10479,31,Winborough St,,,Hyde Park,MA,Suffolk County,2136,US
ERT520621,ERECT,Erect/New Construction,Erect,General Heath Square Apartments -; New construction  4 story  47 Residential Units and 1;Ground Floor Commercial space;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; LPR;,Matt Henzy,10000000,101301,2/8/2018 15:25,8/8/2018 0:00,Closed,JAMAICA PLAIN NEIGHBORHOOD,Multi,0,419451,1002467000,42.326132,-71.100036,61,Heath St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT811454,ERECT,Erect/New Construction,Erect,Building A -; New construction of a;3 story Attached Two ( 2 );Family Dwelling.; Building to be fully Sprinklered. ;;;See; 73 Call Street ( ERT811486 );;;;;;;;;;;;;;;;;;;;;;;;;;;;,Matt Henzy,255000,7028,9/11/2019 12:42,3/11/2020 0:00,Open,MASS BAY TRANSPORTATION AUTH,VacLd,2952,423764,1103038000,42.307743,-71.110094,71,Call St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT811486,ERECT,Erect/New Construction,Erect,Building A -; New construction of a;3 story Attached Two ( 2 );Family Dwelling.; Building will be fully Sprinklered.;; Parking for 71 Call Street will be located at this Address.;;See; 71 Call Street ( ERT811454 );;Construction Plans are located under Application;ERT811454;;;,Matt Henzy,255000,2760,9/11/2019 12:36,3/11/2020 0:00,Open,MASS BAY TRANSPORTATION AUTH,VacLd,2230,423765,1103039000,42.309661,-71.121097,,,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT811491,ERECT,Erect/New Construction,Erect,Building B -; New construction of a;3 story Attached Two ( 2 );Family Dwelling.; Building will be fully Sprinklered.;;;See; 77 - 79;Call Street ( ERT811493 );;Construction Plans are located under Application;ERT811454;;;,Matt Henzy,255000,2760,9/11/2019 12:36,3/11/2020 0:00,Open,MASS BAY TRANSPORTATION AUTH,VacLd,2230,423767,1103043000,42.309661,-71.121097,,,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT811493,ERECT,Erect/New Construction,Erect,Building B -; New construction of a;3 story Attached Two ( 2 );Family Dwelling.; Building will be fully Sprinklered.;;;See; 75;Call Street ( ERT811491 );;Construction Plans are located under Application;ERT811454;;;,Matt Henzy,255000,2760,9/11/2019 12:36,3/11/2020 0:00,Open,MASS BAY TRANSPORTATION AUTH,VacLd,2952,423766,1103044000,42.307362,-71.110406,79,Call St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO1014279,ERECT,Certificate of Occupancy,Erect,Nine;(9) Residential; Units &; (9) Parking SpacesERT594048 issued: 10/18/17;,Matt Hickman,1600000,660,12/12/2019 9:04, ,Closed,ABIGAIL PROPERTIES LLC,Comm,9995,138381,102602000,42.377636,-71.03868,5R-9R,Trenton St,,,East Boston,MA,Suffolk County,2128,US
COO977486,ERECT,Certificate of Occupancy,Erect,32;Residential UnitsErt711875 - 7/26/17  &; A764034 - 10/5/17; ;;,Matt Leal,7814750,2175,7/24/2019 8:54, ,Closed,PARIS VILLAGE LLC,Other,0,354267,106313000,42.374419,-71.034919,191,Paris St,,,East Boston,MA,Suffolk County,2128,US
ERT810826,ERECT,Erect/New Construction,Erect,Three Family Townhouse units with two off street parking spaces per unit.,Matt Mueller,600000,6277,3/27/2019 10:48,9/27/2019 0:00,Open,15 WOODBRIAR LLC,VacLd,4653,423711,800385010,42.321977,-71.068243,50,Robey St,,,Roxbury,MA,Suffolk County,2119,US
ERT810824,ERECT,Erect/New Construction,Erect,Construction of new three family townhouse with two off street parking spaces per unit.,Matt Mueller,600000,11973,5/10/2019 9:19,11/10/2019 0:00,Open,15 WOODBRIAR LLC,VacLd,4743,421216,800381010,42.321739,-71.068292,58,Robey St,,,Roxbury,MA,Suffolk County,2119,US
COO910755,NEWCON,Certificate of Occupancy,New construction,Ashmont TOD 2 -;83 Residential Units ;Underground Parking for 30 Vehicles ;2 Retail(Core &; Shell) ;Grocery StoreERT378391 issued: 2/9/16  A773909 issued; 3/6/18 &; ALT378883 issued: 3/4/16,Matt Nelson,26200000,3167.1,1/11/2019 8:24, ,Closed,TRINITY  ASHMONT  TWO MIXED,Mixed,0,353154,1704328010,42.28342,-71.065162,1971-1977,Dorchester Ave,,,Boston,MA,Suffolk County,2124,US
COO901681,NEWCON,Certificate of Occupancy,New construction,Ashmont TOD 2 -;83 Residential Units ;Underground Parking for 30 Vehicles ;2 Retail(Core &; Shell) ;Grocery StoreTemporary Certificate for 51 residential units (floors 1 thru 4).; Certificate valid for 90 days; 2/28/19;pending completion of permit.ERT378391 issued: 2/9/16  A773909 issued; 3/6/18 &; ALT378883 issued: 3/4/16,Matt Nelson,25500000,300,11/30/2018 9:31,2/28/2019 0:00,Closed,TRINITY  ASHMONT  TWO MIXED,Mixed,0,353154,1704328010,42.28342,-71.065162,1971-1977,Dorchester Ave,,,Boston,MA,Suffolk County,2124,US
COO677020,ERECT,Certificate of Occupancy,Erect,Single FamilyERT490446 issued: 2/24/16,Matthew  Pennino,200000,605,2/6/2017 15:11, ,Closed,12 HARDWICK STREET REALTY  TRUST,1-2FAM,0,419148,2203966000,42.354959,-71.166454,12,Hardwick St,,,Brighton,MA,Suffolk County,2135,US
ERT816331,ERECT,Erect/New Construction,Erect,Build new ground up three family home on vacant parcel of land located at 196 Boylston Street in Jamaica Plain.,Matthew Brett,600000,6605,11/30/2018 14:02,5/30/2019 0:00,Open,196 BOYLSTON STREET LLC,VacLd,4462,18508,1101348000,42.314349,-71.101285,196,Boylston St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT935806,ERECT,Erect/New Construction,Erect,Erect new construction three-family dwelling with roof deck;on vacant parcel located at 46 Marmion St in Jamaica Plain. Propose (5) off-street parking.,Matthew Brett Homegrown Builders LLC,650000,7502,12/5/2019 10:04,6/5/2020 0:00,Open,46 MARMION STREET LLC,1-3FAM,4593,437787,1102067000,42.313488,-71.102625,46,Marmion St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT780842,ERECT,Erect/New Construction,Erect,Construct new 14 story multi family residential building 273 units with mixed use retail and commercial at ground floor and 3 stories underground parking 180 spaces.;*Smoke Control Affidavit needed-See Cheryl Odom*; No Certificate of Use and Occupancy to be added until the speak with Commissioner Lydon 6/22/21,Matthew Collins,139441386,1410530,3/6/2018 10:13, ,Open,SOUTH END 10 LLC,Other,500000,439545,306569000,42.344001,-71.063786,398,Harrison Ave,,,Boston,MA,Suffolk County,2118,US
ERT623605,ERECT,Erect/New Construction,Erect,Demolish existing wood-frame  2 story structure at 1943 Dorchester Avenue  formerly the Odwin Learning Center.; Erect a new 5 story  Mixed-Use Building totaling approximately 48 200 square feet.; On the Ground Floor there will be an Accessory Parking Garage and a Commercial / Retail space.; On Floors 2 thru 5 will be all Residential Use.;; There will be a total of Sixty-four ( 64 ) Residential Units including eight (8) Inclusionary Development Policy Units.;;;,Matthew Grosshandler,10469000,105446,9/22/2017 11:24,3/22/2018 0:00,Closed,MCP/JMS DOTROS LLC,Comm,48200,420718,1704530000,42.284353,-71.064994,1945,Dorchester Ave,,,Dorchester Center,MA,Suffolk County,2124,US
COO916009,ERECT,Certificate of Occupancy,Erect,Sixty-four (64) Residential Units  ;Eight (8) of;which are;Inclusionary Development Policy Units  Parking Garage and Commercial/Retail Space.ERT623605 Issued 9/22/17  ALT881916 Issued 11/1/18  SF712217 Issued 8/18/17 &; SF716789 Issued 6/5/17;,Matthew Grosshandler,10523200,8850,4/4/2019 15:50, ,Closed,MCP/JMS DOTROS LLC,Mixed,48200,420718,1704530000,42.284353,-71.064994,1945,Dorchester Ave,,,Dorchester Center,MA,Suffolk County,2124,US
COO916312,ERECT,Certificate of Occupancy,Erect,Sixty-four (64) Residential Units  ;Eight (8) of;which are;Inclusionary Development Policy Units  Parking Garage and Commercial/Retail Space.*Temporary certificate-expires-4/419-pending Standpipe test *ERT623605 Issued 9/22/17  ALT881916 Issued 11/1/18  SF712217 Issued 8/18/17 &; SF716789 Issued 6/5/17;,Matthew Grosshandler,0,2870,2/4/2019 10:45, ,Closed,MCP/JMS DOTROS LLC,Mixed,48200,420718,1704530000,42.284353,-71.064994,1945,Dorchester Ave,,,Dorchester Center,MA,Suffolk County,2124,US
COO924588,ERECT,Certificate of Occupancy,Erect,Single-Family Dwelling ERT769020 issued: 5/4/18  SF911819 issued: 1/4/19 &; SF910069 issued: 12/21/18,Matthew Murphy,450000,35,2/22/2019 9:29, ,Closed,CIAMBRONE GARY,1-2FAM,1726,422935,1604998000,42.278533,-71.061374,15,Richview St,,,Dorchester Center,MA,Suffolk County,2124,US
ERT769020,ERECT,Erect/New Construction,Erect,Erect a new single-family dwelling and propose two (2) off street parking. ZBA,Matthew Murphy,450000,4577,5/4/2018 9:57,11/4/2018 0:00,Open,CIAMBRONE GARY,1-2FAM,1726,422935,1604998000,42.278533,-71.061374,15,Richview St,,,Dorchester Center,MA,Suffolk County,2124,US
COO957620,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT798621 issued: 6/29/18;;;;;;K.T.,Matthew Murphy,300000,895,6/4/2019 10:09, ,Closed,LINDAHL MARIE,VacLd,1338,96753,1200246000,42.323446,-71.081248,13,Montrose St,,,Roxbury,MA,Suffolk County,2119,US
ERT798621,ERECT,Erect/New Construction,Erect,Build a new residential single family house;;;;;;K.T.,Matthew Murphy,300000,3155,6/29/2018 13:21,12/29/2018 0:00,Closed,LINDAHL MARIE,VacLd,1338,96753,1200246000,42.323446,-71.081248,13,Montrose St,,,Roxbury,MA,Suffolk County,2119,US
ERT669351,ERECT,Erect/New Construction,Erect,Erect detached;two car garage/storage to existing single family residential dwelling.,Matthew Palmisano,20000,250,5/4/2017 10:30,11/4/2017 0:00,Open,PAHUJA  RAVI,1-2FAM,539,421281,1102456010,42.31073,-71.1014,25,Peter Parley Rd,,,Jamaica Plain,MA,Suffolk County,2130,US
COO743237,ERECT,Certificate of Occupancy,Erect,Two Family DwellingCOO for Two Family Dwelling (2 Off-Street Parking Spots)ERT575318 issued 12/7/2016;,Matthew Pennino,500000,35,8/17/2017 12:16, ,Closed,53-55 GREEN STREET,1-2FAM,3950,66407,1901113000,42.31215,-71.111208,55,Green St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT876820,ERECT,Erect/New Construction,Erect,;Erection of 4 unit building (townhouse design)- Olmstead GREEN;mixed Income Rental Development *SEE ERT878875 building jacket for the;full LPR Article 80;documents and other agency;project design approvals;( i.e. BOSCONCOM  Environmental  BPDA PIC BWSC DND AAB(townhouse)  etc).(Further Contingent to Parks Department release);,Matthew Shanahan,746446,15384,11/29/2018 13:11,5/29/2019 0:00,Open,OG WEST CAMPUS LAND LLC,1-4FAM,4292,423171,1405198500,42.287174,-71.09597,39,W Main St,,,Mattapan,MA,Suffolk County,2126,US
ERT878875,ERECT,Erect/New Construction,Erect,Construction of an 6 unit dwelling (MF2) associated with Olmsted Green Mixed Income Rental Development.; *Project consists of a 23 Building Development approved by BPDA and DND. (SEE BPDA approved master plan;identified as;structures;MF2 for site location). *See ALT filed for subdivision of lots. **This building jacket shall contain the Full Olmstead GREEN;mixed Income Rental Development ;Article 80 Package and other agency;project approvals  to include  street and site;approvals form BOSCONCOM  BPDA PIC BWSC...(Contingent to Parks Department release),Matthew Shanahan,1137825,35243,11/29/2018 13:11,5/29/2019 0:00,Open,OLMSTED GREEN CONDOMINIUM TRUST,1-4FAM,6191,437322,1405198600,42.287032,-71.095447,527,Harvard St,,,Mattapan,MA,Suffolk County,2126,US
ERT879495,ERECT,Erect/New Construction,Erect,Four (4) Townhouse Residential Units (OLMSTED GREEN DEVELPMENT)ERT879495 issued 12/18/18,Matthew Shanahan,734750,15354,12/14/2018 12:50,6/14/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,1-4FAM,4598,423176,1405198500,42.286597,-71.098218,89,W Main St,,,Mattapan,MA,Suffolk County,2126,US
ERT876802,ERECT,Erect/New Construction,Erect,Erection of 6 unit building (townhouse design)- Olmstead GREEN;mixed Income Rental Development. (Contingent to Parks release)*SEE ERT878875 building jacket for the;full LPR Article 80;documents and other agency;project design approvals;( i.e. BOSCONCOM  Environmental  BPDA PIC BWSC DND AAB(townhouse)  etc).;.,Matthew Shanahan,1075459,11702,11/29/2018 13:00,5/29/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,Multi,5842,423172,1405198500,42.287044,-71.096363,49,W Main St,,,Mattapan,MA,Suffolk County,2126,US
ERT876812,ERECT,Erect/New Construction,Erect,Erection of 6 unit Townhouse designNote: This is part of the Olmstead Green Development Project; with new streets as created/approved by PIC.; Project is one of 23 structures (Contingent to Parks department release);,Matthew Shanahan,1109965,23001,11/29/2018 13:12,5/29/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,Multi,6310,423173,1405198500,42.286879,-71.096824,61,W Main St,,,Mattapan,MA,Suffolk County,2126,US
ERT878874,ERECT,Erect/New Construction,Erect,Construction of an;6 unit (MF1) dwelling;associated with Olmsted Green Mixed Income Rental Development. *Project consists of a 23 Building Development approved by BPDA and DND. (SEE BPDA approved master plan;identified as;structures;MF1 and MF2 for site locations). *See ALT filed for subdivision of lots. **Also SEE ERT878875 building jacket for the Olmstead GREEN;mixed Income Rental Development ;Article 80 Package and other agency;project approvals  street and site;approvals form BOSCONCOM  BPDA PIC BWSC...(Contingent to Park Department approval/release);,Matthew Shanahan,1157135,47806,11/29/2018 13:07,5/29/2019 0:00,Open,OLMSTED GREEN CONDOMINIUM TRUST,Multi,6797,437321,1405198600,42.287203,-71.095265,525,Harvard St,,,Mattapan,MA,Suffolk County,2126,US
ERT876816,ERECT,Erect/New Construction,Erect,Erection of 6 unit townhouse *Project consists of a 23 Building Development approved by BPDA and DND. (SEE BPDA approved master plan;for site locations). *See ALT filed for subdivision of lots. **Also SEE ERT878875 building jacket for the Olmstead GREEN;mixed Income Rental Development ;Article 80 Package and other agency;project approvals  street and site;approvals form BOSCONCOM  BPDA PIC BWSC...(Contingent to Parks department release),Matthew Shanahan,1111534,22846,11/29/2018 13:08,5/29/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,Multi,6371,423174,1405198500,42.286773,-71.097112,73,W Main St,,,Mattapan,MA,Suffolk County,2126,US
ERT879534,ERECT,Erect/New Construction,Erect,new construction of 3 unit residential building- Olmsted Green Development*SEE ERT878875 building jacket for the;full LPR Article 80;documents and other agency;project design approvals;( i.e. BOSCONCOM  Environmental  BPDA PIC BWSC DND AAB(townhouse)  etc).**Contingent to Parks review.,Matthew Shanahan,901329,9671,12/14/2018 12:58,6/14/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,VacLd,5395,437213,1405198500,42.286389,-71.098105,15,Egret Way,,,Mattapan,MA,Suffolk County,2126,US
ERT879547,ERECT,Erect/New Construction,Erect,New Construction of 4 unit residential building.-OLMSTED GREEN DEVELOPMENT*SEE ERT878875 building jacket for the;full LPR Article 80;documents and other agency;project design approvals;( i.e. BOSCONCOM  Environmental  BPDA PIC BWSC DND AAB(townhouse)  etc).,Matthew Shanahan,747679,8104,12/24/2018 8:53,6/24/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,VacLd,4743,423178,1405198500,42.286908,-71.096014,11,Falcon Ln,,,Mattapan,MA,Suffolk County,2126,US
ERT879501,ERECT,Erect/New Construction,Erect,New construction of;5 unit rental residential building-OLMSTED GREEN DEVELOPMENT*SEE ERT878875 building jacket for the;full LPR Article 80;documents and other agency;project design approvals;( i.e. BOSCONCOM  Environmental  BPDA PIC BWSC DND AAB(townhouse)  etc).,Matthew Shanahan,896710,9621,12/24/2018 8:53,6/24/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,VacLd,5415,437206,1405198500,42.286294,-71.097237,125,Deering Rd,,,Mattapan,MA,Suffolk County,2126,US
ERT879523,ERECT,Erect/New Construction,Erect,New construction of 3 unit residential building-Olmsted Green Development*SEE ERT878875 building jacket for the;full LPR Article 80;documents and other agency;project design approvals;( i.e. BOSCONCOM  Environmental  BPDA PIC BWSC DND AAB(townhouse)  etc).* Contingent to Parks department review.,Matthew Shanahan,554819,6216,12/14/2018 12:56,6/14/2019 0:00,Open,OG WEST CAMPUS LAND LLC,VacLd,3506,437208,1405198500,42.28621,-71.09801,16,Egret Way,,,Mattapan,MA,Suffolk County,2126,US
ERT879514,ERECT,Erect/New Construction,Erect,;New construction of;5 unit residential building- OLMSTED GREED DEVELOPMENT,Matthew Shanahan,926245,10144,12/24/2018 8:53,6/24/2019 0:00,Closed,OG WEST CAMPUS LAND LLC,VacLd,5867,437220,1405198500,42.286394,-71.096601,22,Field Sparrow Way,,,Mattapan,MA,Suffolk County,2126,US
